Managed Areas,MO Class,EBS MO,DU Radio Node / Baseband Radio Node support,Counter,Counter Type,Counter Size,Description,Unit,Condition,Sampling Rate,Scanner,Counter is reset after measurement period,Related PM Event,Pico Support? (Y/N)
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepInX2RejRnlX2Cause$,ACC,Single,Radio Network Layer Group number of failed incoming handover preparations per cause (from 36.423 Section9.2.6  ),,Transmission of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_IN,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepInX2RejTranX2Cause$,ACC,Single,Transport Layer Group number of failed incoming handover preparations per cause  (from 36.423 Section9.2.6  ),,Transmission of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_IN,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutAttQci,ACC,PDF[256],The number of outgoing S1 handover preparation attempts per ACI (separate counter per QCI),,Stepped up for each E-RAB in an outgoing S1 handover preparation attempt (E-RAB QCI determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutAttQci,ACC,PDF[256],The number of outgoing X2 handover preparation attempts per QCI (separate counter per QCI),,Stepped up for each E-RAB in an outgoing X2 handover preparation attempt (E-RAB QCI determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutFailTo,ACC,Single,The number of timed-out outgoing X2 handover preparations,,Stepped up for each timed-out outgoing X2 handover preparation,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutFailTo,ACC,Single,The number of timed-out outgoing S1 handover preparations,,Stepped up for each timed-out outgoing S1 handover preparation,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbInterFreqGrp$X2Cause$,ACC,Single,"Number of failed outgoing X2 inter-frequency handover preparations with failure cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.423). Differentiated by Cause Group and by Cause.",,"Stepped up for each failed outgoing X2 inter-frequency handover preparation with failure cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbInterFreqMiscX2Cause$,ACC,Single,The number of failed outgoing X2 inter-frequency handover preparations with failure cause belonging to Miscellaneous cause group (separate counter per group per cause from 36.423 Section9.2.6  ),,Stepped up for each failed outgoing X2 inter-frequency preparation with failure cause belonging to Miscellaneous cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbInterFreqNasX2Cause$,ACC,Single,The number of failed outgoing X2 inter-frequency handover preparations with failure cause belonging to NAS cause group (separate counter per cause from 36.423 Section9.2.6  ),,Stepped up for each failed outgoing X2 inter-frequency handover preparation with failure cause belonging to NAS cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbInterFreqProtX2Cause$,ACC,Single,The number of failed outgoing X2 inter-frequency handover preparations with failure cause belonging to Protocol cause group (separate counter per cause  from 36.423 Section9.2.6  ),,Stepped up for each failed outgoing X2 inter-frequency handover preparation with failure cause belonging to Protocol cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbInterFreqRnlX2Cause$,ACC,Single,The number of failed outgoing X2 inter-frequency handover preparations with failure cause belonging to Radio Network Layer cause group (separate counter per cause from 36.423 Section9.2.6  ),,Stepped up for each failed outgoing X2 inter-frequency handover preparation with failure cause belonging to Radio Network Layer cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbInterFreqTranX2Cause$,ACC,Single,The number of failed outgoing X2 inter-frequency handover preparations with failure cause belonging to Transport Network Layer cause group (separate counter per cause from 36.423 Section9.2.6  ),,Stepped up for each failed outgoing X2 inter-frequency handover preparation with failure cause belonging to Transport Network Layer cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbIntraFreqGrp$X2Cause$,ACC,Single,"Number of failed outgoing X2 intra-frequency handover preparations with failure cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.423). Differentiated by Cause Group and by Cause.",,"Stepped up for each failed outgoing X2 intra-frequency handover preparation with failure cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbIntraFreqMiscX2Cause$,ACC,Single,The number of failed outgoing X2 intra-frequency handover preparations with failure cause belonging to Miscellaneous cause group (separate counter per cause  from 36.423 Section9.2.6  ),,Stepped up for each failed outgoing X2 intra-frequency preparation with failure cause belonging to Miscellaneous cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbIntraFreqNasX2Cause$,ACC,Single,The number of failed outgoing X2 intra-frequency handover preparations with failure cause belonging to NAS cause group (separate counter per cause from 36.423 Section9.2.6  ),,Stepped up for each failed outgoing X2 intra-frequency handover preparation with failure cause belonging to NAS cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbIntraFreqProtX2Cause$,ACC,Single,The number of failed outgoing X2 intra-frequency handover preparations with failure cause belonging to Protocol cause group (separate counter per cause from 36.423 Section9.2.6  ),,Stepped up for each failed outgoing X2 intra-frequency handover preparation with failure cause belonging to Protocol cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbIntraFreqRnlX2Cause$,ACC,Single,The number of failed outgoing X2 intra-frequency handover preparations with failure cause belonging to Radio Network Layer cause group (separate counter per cause from 36.423 Section9.2.6  ),,Stepped up for each failed outgoing X2 intra-frequency handover preparation with failure cause belonging to Radio Network Layer cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejIntraEnbIntraFreqTranX2Cause$,ACC,Single,The number of failed outgoing X2 intra-frequency handover preparations with failure cause belonging to Transport Network Layer cause group (separate counter per cause from 36.423 Section9.2.6  ),,Stepped up for each failed outgoing X2 intra-frequency handover preparation with failure cause belonging to Transport Network Layer cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejTdScdmaGrp$S1Cause$,ACC,Single,"Number of failed outgoing S1 intra-frequency handover preparations to TDScdma with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"Stepped up for each failed outgoing S1 intra-frequency handover preparation with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejTdScdmaMiscS1Cause$,ACC,Single,The number of failed outgoing S1 intra-frequency handover preparations to TD-Scdma with failure cause belonging to Miscellaneous cause group (separate counter per cause from 36.413 Section 9.2.1.3 ),,Stepped up for each failed outgoing X2 intra-frequency preparation with failure cause belonging to Miscellaneous cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejTdScdmaNasS1Cause$,ACC,Single,The number of failed outgoing S1 intra-frequency handover preparations to TD-Scdma with failure cause belonging to NAS cause group (separate counter per cause from 36.413 Section 9.2.1.3 ),,Stepped up for each failed outgoing X2 intra-frequency handover preparation with failure cause belonging to NAS cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejTdScdmaProtS1Cause$,ACC,Single,The number of failed outgoing S1 intra-frequency handover preparations to TD-Scdma with failure cause belonging to Protocol cause group (separate counter per cause from 36.413 Section 9.2.1.3 ),,Stepped up for each failed outgoing X2 intra-frequency handover preparation with failure cause belonging to Protocol cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejTdScdmaRnlS1Cause$,ACC,Single,The number of failed outgoing S1 intra-frequency handover preparations to TD-SCdma with failure cause belonging to Radio Network Layer cause group (separate counter per cause from 36.413 Section 9.2.1.3 ),,Stepped up for each failed outgoing X2 intra-frequency handover preparation with failure cause belonging to Radio Network Layer cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutRejTdScdmaTranS1Cause$,ACC,Single,The number of failed outgoing S1 intra-frequency handover preparations to TDScdma with failure cause belonging to Transport Network Layer cause group (separate counter per cause from 36.413 Section 9.2.1.3 ),,Stepped up for each failed outgoing X2 intra-frequency handover preparation with failure cause belonging to Transport Network Layer cause group (Cause determines the counter to step),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1AttInterEnb,ACC,Single,The number of outgoing S1 inter-frequency or intra-frequency handover preparation attempts,,Stepped up for each outgoing S1 inter-frequency or intra-frequency handover preparation attempt,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbInterFreqGrp$S1Cause$,ACC,Single,"Number of failed incoming S1 inter-frequency handover preparations with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At reception of S1 inter-frequency HANDOVER PREPARATION FAILURE message with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbInterFreqMiscS1Cause$,ACC,Single,Miscellaneous Group number of failed incoming handover preparations per cause  (from 36.413 Section 9.2.1.3 ),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbInterFreqNasS1Cause$,ACC,Single,NAS Group number of failed incoming handover preparations per cause  (from 36.413 Section 9.2.1.3 ),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbInterFreqProtS1Cause$,ACC,Single,Protocol Group number of failed incoming handover preparations per cause  (from 36.413 Section 9.2.1.3 ),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbInterFreqRnlS1Cause$,ACC,Single,Radio Network Layer Group number of failed incoming handover preparations per cause  (from 36.413 Section 9.2.1.3 ),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbInterFreqTranS1Cause$,ACC,Single,Transport Group number of failed incoming handover preparations per cause  (from 36.413 Section 9.2.1.3 ),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbIntraFreqGrp$S1Cause$,ACC,Single,"Number of failed incoming S1 intra-frequency handover preparations with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At reception of S1 intra-frequency HANDOVER PREPARATION FAILURE message with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbIntraFreqMiscS1Cause$,ACC,Single,Miscellaneous Group number of failed incoming handover preparations per cause  (from 36.413 Section 9.2.1.3 ),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbIntraFreqNasS1Cause$,ACC,Single,NAS Group number of failed incoming handover preparations per cause  (from 36.413 Section 9.2.1.3 ),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbIntraFreqProtS1Cause$,ACC,Single,Protocol Group number of failed incoming handover preparations per cause  (from 36.413 Section 9.2.1.3 ),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbIntraFreqRnlS1Cause$,ACC,Single,Radio Network Layer Group number of failed incoming handover preparations per cause  (from 36.413 Section 9.2.1.3 ),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1RejInterEnbIntraFreqTranS1Cause$,ACC,Single,Transport Group number of failed incoming handover preparations per cause  (from 36.413 Section 9.2.1.3 ),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutS1SuccInterEnb,ACC,Single,The number of successful outgoing S1 inter-frequency or intra-frequency handover preparations,,Stepped up for each successful outgoing S1 inter-frequency or intra-frequency handover preparation,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutSuccQci,ACC,PDF[256],The number of successful outgoing X2 handover preparations (separate counter per QCI),,Stepped up for each E-RAB in a successful outgoing X2 handover preparation (E-RAB QCI determines counter to be stepped),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutSuccQci,ACC,PDF[256],The number of successful outgoing S1 handover preparations (separate counter per QCI),,Stepped up for each E-RAB in a successful outgoing S1 handover preparation (E-RAB QCI determines counter to be stepped),,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2AttInterEnb,ACC,Single,The number of outgoing X2 inter-frequency or intra-frequency handover preparation attempts,,Stepped up for each outgoing X2 inter-frequency or intra-frequency handover preparation attempt,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbInterFreqGrp$X2Cause$,ACC,Single,"Number of failed incoming X2 inter-frequency handover preparations with failure cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.423). Differentiated by Cause Group and by Cause.",,"At reception of X2 inter-frequency HANDOVER PREPARATION FAILURE message with failure cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbInterFreqMiscX2Cause$,ACC,Single,Miscellaneous Group number of failed incoming handover preparations per cause (from 36.423 Section 9.2.6),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbInterFreqNasX2Cause$,ACC,Single,NAS Group number of failed incoming handover preparations per cause (from 36.423 Section 9.2.6),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbInterFreqProtX2Cause$,ACC,Single,Protocol Group number of failed incoming handover preparations per cause (from 36.423 Section 9.2.6),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbInterFreqRnlX2Cause$,ACC,Single,Radio Network Layer Group number of failed incoming handover preparations per cause (from 36.423 Section 9.2.6),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbInterFreqTranX2Cause$,ACC,Single,Transport Group number of failed incoming handover preparations per cause (from 36.423 Section 9.2.6),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbIntraFreqGrp$X2Cause$,ACC,Single,"Number of failed incoming X2 intra-frequency handover preparations with failure cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.423). Differentiated by Cause Group and by Cause.",,"At reception of X2 intra-frequency HANDOVER PREPARATION FAILURE message with failure cause other than 3GPP cause groups Miscellaneous, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbIntraFreqMiscX2Cause$,ACC,Single,Miscellaneous Group number of failed incoming handover preparations per cause (from 36.423 Section 9.2.6),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbIntraFreqNasX2Cause$,ACC,Single,NAS Group number of failed incoming handover preparations per cause (from 36.423 Section 9.2.6),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbIntraFreqProtX2Cause$,ACC,Single,Protocol Group number of failed incoming handover preparations per cause (from 36.423 Section 9.2.6),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbIntraFreqRnlX2Cause$,ACC,Single,Radio Network Layer Group number of failed incoming handover preparations per cause (from 36.423 Section 9.2.6),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2RejInterEnbIntraFreqTranX2Cause$,ACC,Single,Transport Group number of failed incoming handover preparations per cause (from 36.423 Section 9.2.6),,Reception of HANDOVER PREPARATION FAILURE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepOutX2SuccInterEnb,ACC,Single,The number of successful outgoing X2 inter-frequency or intra-frequency handover preparations,,Stepped up for each successful outgoing X2 inter-frequency or intra-frequency handover preparation,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepRejInLicMobInterFreq,ACC,Single,The number of rejected handovers due to no license for LTE inter frequency handover.,,"INTERNAL_PROC_HO_PREP_X2_IN, or INTERNAL_PROC_HO_PREP_S1_IN Event counter parameter: EVENT_ARRAY_HO_IN_PREP_ERAB_RESULT The counter should be incremented by one step if the value EVENT_VALUE_FAILED_LICENSE_INTRA_LTE_INTER_FREQ_HANDOVER occurs at least once in the array.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_IN,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepRejInLicMobInterFreq,ACC,Single,The number of rejected handovers due to no license for LTE inter frequency handover.,,"INTERNAL_PROC_HO_PREP_X2_IN, or INTERNAL_PROC_HO_PREP_S1_IN Event counter parameter: EVENT_ARRAY_HO_IN_PREP_ERAB_RESULT The counter should be incremented by one step if the value EVENT_VALUE_FAILED_LICENSE_INTRA_LTE_INTER_FREQ_HANDOVER occurs at least once in the array.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_IN,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepRejInLicMobInterMode,ACC,Single,The number of rejected handovers due to no license for Intra-LTE Inter-Mode handover.,,"INTERNAL_PROC_HO_PREP_X2_IN, or INTERNAL_PROC_HO_PREP_S1_IN Event counter parameter: EVENT_ARRAY_HO_IN_PREP_ERAB_RESULT The counter should be incremented by one step if the value EVENT_VALUE_FAILED_LICENSE_INTRA_LTE_INTER_MODE_HANDOVER occurs at least once in the array.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_IN,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepRejInLicMobInterMode,ACC,Single,The number of rejected handovers due to no license for Intra-LTE Inter-Mode  handover.,,"INTERNAL_PROC_HO_PREP_X2_IN, or INTERNAL_PROC_HO_PREP_S1_IN Event counter parameter: EVENT_ARRAY_HO_IN_PREP_ERAB_RESULT The counter should be incremented by one step if the value EVENT_VALUE_FAILED_LICENSE_INTRA_LTE_INTER_MODE_HANDOVER occurs at least once in the array.",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_IN,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepRejInLicMobNr,ACC,Single,The number of rejected incoming NR handovers due to lack of license for NR handover.,,Stepped up when at least one entry in EVENT_ARRAY_HO_IN_PREP_ERAB_RESULT of INTERNAL_PROC_HO_PREP_S1_IN event has the value EVENT_VALUE_FAILED_LICENSE_NR_HANDOVER,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_IN,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepRejInLicMobUtran,ACC,Single,The number of rejected incoming WCDMA or TDSCDMA handovers due to no license for WCDMA or TDSCDMA handover.,,INTERNAL_PROC_HO_PREP_S1_IN Event counter parameter: EVENT_ARRAY_HO_IN_PREP_ERAB_RESULT The counter shall be stepped by one when at least one entry in the array has the value EVENT_VALUE_FAILED_LICENSE_UTRAN_HANDOVER.,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_IN,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepSuccLteInterFQci,ACC,PDF[256],The total number of successful LTE intra-frequency HO preparation per QCI.,,"The bin is stepped for each successful LTE inter-frequency HO preparation if any E-RAB maps to the QCI, when a HANDOVER COMMAND message is received by the source cell (S1 handover) or HANDOVER REQUEST ACKNOWLEDGE message is received by the source cell (X2 handover) or Internal eNodeB trigger is received when target cell informs source cell that UE resources has been reserved (intra eNodeB handover).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepSuccLteInterFQci,ACC,PDF[256],The total number of successful LTE intra-frequency HO preparation per QCI.,,"The bin is stepped for each successful LTE inter-frequency HO preparation if any E-RAB maps to the QCI, when a HANDOVER COMMAND message is received by the source cell (S1 handover) or HANDOVER REQUEST ACKNOWLEDGE message is received by the source cell (X2 handover) or Internal eNodeB trigger is received when target cell informs source cell that UE resources has been reserved (intra eNodeB handover).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepSuccLteIntraFQci,ACC,PDF[256],The total number of successful LTE intra-frequency HO preparation per QCI.,,"The bin is stepped for each successful LTE intra-frequency HO preparation if any E-RAB maps to the QCI, when a HANDOVER COMMAND message is received by the source cell (S1 handover) or HANDOVER REQUEST ACKNOWLEDGE message is received by the source cell (X2 handover) or Internal eNodeB trigger is received when target cell informs source cell that UE resources has been reserved (intra eNodeB handover).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoPrepSuccLteIntraFQci,ACC,PDF[256],The total number of successful LTE intra-frequency HO preparation per QCI.,,"The bin is stepped for each successful LTE intra-frequency HO preparation if any E-RAB maps to the QCI, when a HANDOVER COMMAND message is received by the source cell (S1 handover) or HANDOVER REQUEST ACKNOWLEDGE message is received by the source cell (X2 handover) or Internal eNodeB trigger is received when target cell informs source cell that UE resources has been reserved (intra eNodeB handover).",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_PREP_X2_OUT,Y
