Model,MO Class Name,Action,Description,Return Type,Parameter Name,Parameter Description,Data Type,Range and Values,Sequence Length,Deprecated,Obsolete,Precondition,Disturbances,Dependencies,Preliminary
SystemFunctions,SwM,cancel,"Cancel can be invoked during any long-lasting operation.
It stops the operation and restores the consistent state that existed before the long-lasting operation started. The action returns immediately after invocation. The consequences of the action can be tracked by attribute progressReport. The action returns false if the action is refused by the ME. In all other cases, it returns true.",boolean,,,,,,,,,,,
SystemFunctions,SwM,removeUpgradePackage,"Removes an UpgradePackage.
This action removes the UpgradePackage MO specified as action parameter. It also removes all files temporarily stored in the ME and associated with the UP. The action returns immediately after invocation. The progress of the action can be tracked by attribute progressReport. This action can be invoked when there is no other action in progress on this MO. The action returns false if the action could not start for any reason, for example, another parallel action is in progress. In all other cases, it returns true.",boolean,upgradePackage,An UpgradePackage MO to be removed.,moRef UpgradePackage,,1,,,,,,
SystemFunctions,SwM,createUpgradePackage,"Creates a new UpgradePackage MO that represents a UP specified by a URI.
This action includes all activities to initialize the UP MO. After the UP MO is created, all descriptive information is available, for example, administrativeData, number or names of activation step data. This action can be invoked when there is no other action in progress on this MO. The action returns immediately after invocation. The progress of the action can be tracked by attribute progressReport . The action returns 0 if the action cannot start for any reason, for example, another parallel action is in progress. The action also returns 0 if the ME cannot handle the URI, for example, it does not support the protocol specified in the URI. In all other cases, it returns the id of the action. The action id is different and unique for every invocation of the action.",uint16,uri,"Contains a URI that points to a directory that contains the UP content.
The generic URI syntax is defined by RFC 2396. The URI must not contain any password. The password must be provided in the second parameter of this action. The URI can be local absolute, for example, file:///data/dir/subdir. It can also be remote, for example, sftp://hostname/dir/subdir.",string,,1,,,,,,
SystemFunctions,SwM,createUpgradePackage,"Creates a new UpgradePackage MO that represents a UP specified by a URI.
This action includes all activities to initialize the UP MO. After the UP MO is created, all descriptive information is available, for example, administrativeData, number or names of activation step data. This action can be invoked when there is no other action in progress on this MO. The action returns immediately after invocation. The progress of the action can be tracked by attribute progressReport . The action returns 0 if the action cannot start for any reason, for example, another parallel action is in progress. The action also returns 0 if the ME cannot handle the URI, for example, it does not support the protocol specified in the URI. In all other cases, it returns the id of the action. The action id is different and unique for every invocation of the action.",uint16,password,"A password to the server that provides the UP.
If authentication is not password-based, this parameter is ignored.",string,,0..1,,,,,,
SystemFunctions,SwM,removeSoftwareVersion,"Removes a SW version as much as possible.
It does not disturb node functionality. Files shared with other SW versions are not deleted.
The active SW version cannot be removed. This action can only be invoked when there is no other action in progress on this MO. The action returns false if any of these conditions are violated.",boolean,swVersion,The value component of the RDN of the SwVersion MO in ECIM_SWIM to be removed.,moRef SwVersion,,1,,,,,,
SystemFunctions,UpgradePackage,activate,"Current upgrade package is taken into operation fully or partially. 
Partial activation occurs if the UCF defines activation steps and attribute ignoreBreakPoints is false. The ME upgrade engine notifies the operator that the activation step is completed. The next activation step starts when the operator invokes an activate action. Each UP must have at least 1 activation step. When attribute ignoreBreakPoints=true, all activation steps are executed in sequence. When an activation step is complete, the ME executes the next activation step. That means there is no operator invocation when an activation step is complete. The time for observation of correct operation of the ME, after each completed step, is always monitored by a supervision timer. The invocation of activate() can be monitored by a supervision timer. If the supervision timer expires before invocation of activate() or confirm(), the activation fails and the ME falls back to state PREPARE_COMPLETED. The action returns immediately after invocation. The progress of the action can be tracked by attribute progressReport. The action returns false if the action could not start for any reason, for example, another parallel action is in progress. In all other cases, it returns true. This action can be invoked when the state is PREPARE_COMPLETED or ACTIVATION_STEP_COMPLETED. If the action is invoked in a state where the action has no meaning, ME is expected to return an error message.",boolean,upgradeType,"Specifies optional activation mode, where supported, for example SOFT or HARD.",enum UpgradeType,"HARD
SOFT",0..1,,,,Activation of an upgrade package causes loss of traffic.,,
SystemFunctions,UpgradePackage,activate,"Current upgrade package is taken into operation fully or partially. 
Partial activation occurs if the UCF defines activation steps and attribute ignoreBreakPoints is false. The ME upgrade engine notifies the operator that the activation step is completed. The next activation step starts when the operator invokes an activate action. Each UP must have at least 1 activation step. When attribute ignoreBreakPoints=true, all activation steps are executed in sequence. When an activation step is complete, the ME executes the next activation step. That means there is no operator invocation when an activation step is complete. The time for observation of correct operation of the ME, after each completed step, is always monitored by a supervision timer. The invocation of activate() can be monitored by a supervision timer. If the supervision timer expires before invocation of activate() or confirm(), the activation fails and the ME falls back to state PREPARE_COMPLETED. The action returns immediately after invocation. The progress of the action can be tracked by attribute progressReport. The action returns false if the action could not start for any reason, for example, another parallel action is in progress. In all other cases, it returns true. This action can be invoked when the state is PREPARE_COMPLETED or ACTIVATION_STEP_COMPLETED. If the action is invoked in a state where the action has no meaning, ME is expected to return an error message.",boolean,restartType,Shows node restart type when upgrading from the current active UP. ,enum RestartType,"COLD
ADAPTIVE",0..1,,,,Activation of an upgrade package causes loss of traffic.,,
SystemFunctions,UpgradePackage,cancel,"Cancel can be invoked during any long-lasting operation.
Stops the operation and restores the consistent state that existed before the long-lasting operation started. Furthermore, cancel() can also be invoked when the UP is in state WAITING_FOR_COMMIT or ACTIVATION_STEP_COMPLETED without having a long-lasting operation in progress. Calling cancel() in this state orders the ME to restore the state that existed before the activation procedure started. The action returns immediately after invocation. The consequences of the action can be tracked by attribute progressReport. The action returns false if the action is refused by the ME. If the action is invoked in a state where the action has no meaning, the ME is expected to return false. In all other cases, it returns true. This action can be invoked when the UP state is PREPARE_IN_PROGRESS, ACTIVATION_IN_PROGRESS, ACTIVATION_STEP_COMPLETED, or WAITING_FOR_COMMIT.",boolean,,,,,,,,,Cancelling an upgrade while in waiting for confirm causes a board restart.,,
SystemFunctions,UpgradePackage,verify,"Verifies the ability to activate the current upgrade package.
The action returns immediately after invocation. The progress of the action can be tracked by attribute progressReport. The action returns false if the action could not start for any reason, for example, another parallel action is in progress. In all other cases, it returns true. This action can be invoked when the state is PREPARE_COMPLETED. If the action is invoked in a state where the action has no meaning, the ME is expected to return an error message.This action can be called as an option in the whole upgrade procedure. The action can be called more than once if required.",boolean,,,,,,,,,,,
SystemFunctions,UpgradePackage,prepare,"Prepares the Managed Element for activation of the current upgrade package.
Executing prepare() does not have any negative impact on the in-service performance of the Managed Element. The action returns immediately after invocation. The progress of the action can be tracked by attribute progressReport. The action returns false if the action could not start for any reason, for example, another parallel action is in progress. In all other cases, it returns true.",boolean,,,,,,,,,,,
SystemFunctions,UpgradePackage,confirm,"Stops the activation fallback timer and confirms the upgrade. 
The action returns when the synchronous action is completed. This action can be invoked when the state is WAITING_FOR_COMMIT. The action returns true on success, false on failure.",boolean,,,,,,,,,,,
SystemFunctions,Schema,export,"Pushes the schema file out from the ME.

The URI shall contain both the file name and the destination address. The password is optional.",void,uri,"The URI used to identify the address to the remote location to which the file must be transferred.
",string,,1,,,,,,
SystemFunctions,Schema,export,"Pushes the schema file out from the ME.

The URI shall contain both the file name and the destination address. The password is optional.",void,password,The password used to connect to the remote file location.,string,,0..1,,,,,,
SystemFunctions,TopologySchema,export,"Pushes the schema file out from the ME.

The URI shall contain both the file name and the destination address. The password is optional.",void,uri,"The URI used to identify the address to the remote location to which the file must be transferred.
",string,,1,,,,,,
SystemFunctions,TopologySchema,export,"Pushes the schema file out from the ME.

The URI shall contain both the file name and the destination address. The password is optional.",void,password,The password used to connect to the remote file location.,string,,0..1,,,,,,
SystemFunctions,TheftDeterrence,lock,Locks the stored network identities.,string,password,Password used when unlocking.,string,,0..1,,,,,,
SystemFunctions,TheftDeterrence,unlock,Unlock stored network identities.,string,password,Password for unlocking.,string,,0..1,,,,,,
SystemFunctions,TheftDeterrence,lockPermanently,"Locks stored network identities permanently.

Note. Unlocking is not possible.
This action is not recommended for units where unlocking is possible.
                ",string,,,,,,,,,,,
SystemFunctions,TheftDeterrence,displayPlmnIds,"Displays list of PLMN IDs.
                ",string,,,,,,,,,,,
SystemFunctions,MaintenanceUserSecurity,closeSessions,This action will close all sessions except for maintenance user sessions.,void,,,,,,,,,,,
SystemFunctions,MaintenanceUserSecurity,unlockUser, This action will unlock a locked maintenance user.,string,maintenanceUserName,Maintenance user's username for SSH-based login.See MO MaintenanceUser.username.,string,,1,,,,,,
Equipment,AdbSubUnit,getLogicalAntennaArraysData,Returns log file provided by antenna database and stores it on FTP server.,void,server, IP address or hostname of FTP server.,string,,1,,,,,,
Equipment,AdbSubUnit,getLogicalAntennaArraysData,Returns log file provided by antenna database and stores it on FTP server.,void,path,File path to software on FTP server.,string,,1,,,,,,
Equipment,AdbSubUnit,getLogicalAntennaArraysData,Returns log file provided by antenna database and stores it on FTP server.,void,userName,User name used to log on to FTP server.,string,,1,,,,,,
Equipment,AdbSubUnit,getLogicalAntennaArraysData,Returns log file provided by antenna database and stores it on FTP server.,void,password,Password used to log on to FTP server.,string,,1,,,,,,
Equipment,AdbSubUnit,receiveLogFile,Returns log file provided by antenna database and stores it on FTP server.,void,server, IP address or hostname of FTP server.,string,,1,,,,,,
Equipment,AdbSubUnit,receiveLogFile,Returns log file provided by antenna database and stores it on FTP server.,void,path,File path to software on FTP server.,string,,1,,,,,,
Equipment,AdbSubUnit,receiveLogFile,Returns log file provided by antenna database and stores it on FTP server.,void,userName,User name used to log on to FTP server.,string,,1,,,,,,
Equipment,AdbSubUnit,receiveLogFile,Returns log file provided by antenna database and stores it on FTP server.,void,password,Password used to log on to FTP server.,string,,1,,,,,,
Equipment,AdbSubUnit,clearActiveAlarms,"ALD clears all stored alarm states and diagnostic information, including all test alarms on subunit.",void,,,,,,,,,,,
Equipment,AntennaNearUnit,downloadSoftware,"Fetches the Antenna Near Unit SW package from an FTP server and downloads the firmware file to the Antenna Near Unit.
The Antenna Near Unit will run on the new firmware when the action is completed.",void,server,"The IP address or hostname of the FTP server.
",string,,1,,,,,,
Equipment,AntennaNearUnit,downloadSoftware,"Fetches the Antenna Near Unit SW package from an FTP server and downloads the firmware file to the Antenna Near Unit.
The Antenna Near Unit will run on the new firmware when the action is completed.",void,path,The file path to the software on the FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,downloadSoftware,"Fetches the Antenna Near Unit SW package from an FTP server and downloads the firmware file to the Antenna Near Unit.
The Antenna Near Unit will run on the new firmware when the action is completed.",void,userName,User name used to logon to the FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,downloadSoftware,"Fetches the Antenna Near Unit SW package from an FTP server and downloads the firmware file to the Antenna Near Unit.
The Antenna Near Unit will run on the new firmware when the action is completed.",void,password,Password used to logon to the FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,readUserData,The Antenna Near Unit answers with user-specific data stored in the non-volatile memory reserved for such purpose.,string,memoryOffset,The memory offset to calculate the relative memory address to point the user data area where the required information is stored.,uint32,,1,,,,,,
Equipment,AntennaNearUnit,readUserData,The Antenna Near Unit answers with user-specific data stored in the non-volatile memory reserved for such purpose.,string,numberOfOctetsToRead,The number of octets to be read from that relative memory address. It must be less or equal than 70.,uint32,,1,,,,,,
Equipment,AntennaNearUnit,restartUnit,Restarts the Antenna Near Unit.,void,,,,,,,,,,,
Equipment,AntennaNearUnit,selfTest,"The Antenna Near Unit will execute an implementation-specific test procedure of its own performance (that is, of physical and processor functions).",string,,,,,,,,,,,
Equipment,AntennaNearUnit,writeUserData,"The AntennaNearUnit shall store user data in non-volatile memory.
The data is stored in the user data area using the relative memory address offset given in the initiating message and starting with zero.",void,memoryOffset,The memory offset to calculate the relative memory address to point the user data area where the required information will be stored.,uint32,,1,,,,,,
Equipment,AntennaNearUnit,writeUserData,"The AntennaNearUnit shall store user data in non-volatile memory.
The data is stored in the user data area using the relative memory address offset given in the initiating message and starting with zero.",void,numberOfOctetsToWrite,The number of octets to be written starting on that relative memory address. It must be less or equal than 68.,uint32,,1,,,,,,
Equipment,AntennaNearUnit,writeUserData,"The AntennaNearUnit shall store user data in non-volatile memory.
The data is stored in the user data area using the relative memory address offset given in the initiating message and starting with zero.",void,userDataW,numerOfOctetsToWrite octets containing User Specific data to be written in the non-volatile memory area of the ANU.,string,,1,,,,,,
Equipment,AntennaNearUnit,sendTmfConfigurationFile,Configures a TMF (TmaSubUnit with tmaType = TMF) based on a TMF configuration file which is fetched from an FTP server and pushed down to the TMF. The TMF will run with the new settings when the action is completed.,void,server,IP address or hostname of the FTP server.,string,Length: 0..255,1,,,tmaType of corresponding TmaSubUnit MOs must be TMF.,Running the action will cause the sector and hence the cell to become disabled. All traffic in the cell will be lost.,,
Equipment,AntennaNearUnit,sendTmfConfigurationFile,Configures a TMF (TmaSubUnit with tmaType = TMF) based on a TMF configuration file which is fetched from an FTP server and pushed down to the TMF. The TMF will run with the new settings when the action is completed.,void,path,File path to the TMF configuration file on the FTP server.,string,Length: 0..255,1,,,tmaType of corresponding TmaSubUnit MOs must be TMF.,Running the action will cause the sector and hence the cell to become disabled. All traffic in the cell will be lost.,,
Equipment,AntennaNearUnit,sendTmfConfigurationFile,Configures a TMF (TmaSubUnit with tmaType = TMF) based on a TMF configuration file which is fetched from an FTP server and pushed down to the TMF. The TMF will run with the new settings when the action is completed.,void,userName,User name used to logon to the FTP server. ,string,Length: 0..255,1,,,tmaType of corresponding TmaSubUnit MOs must be TMF.,Running the action will cause the sector and hence the cell to become disabled. All traffic in the cell will be lost.,,
Equipment,AntennaNearUnit,sendTmfConfigurationFile,Configures a TMF (TmaSubUnit with tmaType = TMF) based on a TMF configuration file which is fetched from an FTP server and pushed down to the TMF. The TMF will run with the new settings when the action is completed.,void,password,Password used to logon to the FTP server.,string,Length: 0..255,1,,,tmaType of corresponding TmaSubUnit MOs must be TMF.,Running the action will cause the sector and hence the cell to become disabled. All traffic in the cell will be lost.,,
Equipment,AntennaNearUnit,clearActiveAlarms,"ALD clears all stored alarm states and diagnostic information, including all test alarms.",void,,,,,,,,,,,
Equipment,AntennaNearUnit,generateTestAlarm,Raises an alarm on ALD for testing purposes.,void,errorCode,Iuant Error code to generate test alarm.,uint16,,1,,,,,,
Equipment,AntennaNearUnit,setAisgVersionForSubunitType,"Sets AISG standard version for all subunits of given type.
Standard version format is a.b.c, where a = releaseVersion, b = majorVersion,  c = minorVersion.",void,subUnitType,"Possible values for subunitType are RET, TMA and ADB.",string,,1,,,,,,
Equipment,AntennaNearUnit,setAisgVersionForSubunitType,"Sets AISG standard version for all subunits of given type.
Standard version format is a.b.c, where a = releaseVersion, b = majorVersion,  c = minorVersion.",void,releaseVersion,Release version number.,uint8,,1,,,,,,
Equipment,AntennaNearUnit,setAisgVersionForSubunitType,"Sets AISG standard version for all subunits of given type.
Standard version format is a.b.c, where a = releaseVersion, b = majorVersion,  c = minorVersion.",void,majorVersion,Major version number.,uint8,,1,,,,,,
Equipment,AntennaNearUnit,setAisgVersionForSubunitType,"Sets AISG standard version for all subunits of given type.
Standard version format is a.b.c, where a = releaseVersion, b = majorVersion,  c = minorVersion.",void,minorVersion,Minor version number.,uint8,,1,,,,,,
Equipment,AntennaNearUnit,sendInformationFile,Sends information file to device.,void,server,IP address or hostname of FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,sendInformationFile,Sends information file to device.,void,path,File path to the information file on the FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,sendInformationFile,Sends information file to device.,void,userName,User name used to log on to FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,sendInformationFile,Sends information file to device.,void,password,Password used to log on to FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,sendConfigurationFile,Sends configuration file to device.,void,server,IP address or hostname of FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,sendConfigurationFile,Sends configuration file to device.,void,path,File path to the configuration file on the FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,sendConfigurationFile,Sends configuration file to device.,void,userName,User name used to log on to FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,sendConfigurationFile,Sends configuration file to device.,void,password,Password used to log on to FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,receiveLogFile,"Receives log file from device.
This is an asynchronous action - progress and result are reported in uploadState attribute.",void,server,IP address or hostname of FTP server.,string,,1,,,"Upload from this antenna near unit must not be ongoing. In other words: attribute uploadState.state must not have value STARTED, when uploadState.subUnitNumber is equal to 0.",,,
Equipment,AntennaNearUnit,receiveLogFile,"Receives log file from device.
This is an asynchronous action - progress and result are reported in uploadState attribute.",void,path,File path to the log file on the FTP server.,string,,1,,,"Upload from this antenna near unit must not be ongoing. In other words: attribute uploadState.state must not have value STARTED, when uploadState.subUnitNumber is equal to 0.",,,
Equipment,AntennaNearUnit,receiveLogFile,"Receives log file from device.
This is an asynchronous action - progress and result are reported in uploadState attribute.",void,userName,User name used to log on to FTP server.,string,,1,,,"Upload from this antenna near unit must not be ongoing. In other words: attribute uploadState.state must not have value STARTED, when uploadState.subUnitNumber is equal to 0.",,,
Equipment,AntennaNearUnit,receiveLogFile,"Receives log file from device.
This is an asynchronous action - progress and result are reported in uploadState attribute.",void,password,Password used to log on to FTP server.,string,,1,,,"Upload from this antenna near unit must not be ongoing. In other words: attribute uploadState.state must not have value STARTED, when uploadState.subUnitNumber is equal to 0.",,,
Equipment,AntennaNearUnit,receiveInformationFile,"Receives information file from device.
This is an asynchronous action - progress and result are reported in uploadState attribute.",void,server,IP address or hostname of FTP server.,string,,1,,,"Upload from this antenna near unit must not be ongoing. In other words: attribute uploadState.state must not have value STARTED, when uploadState.subUnitNumber is equal to 0.",,,
Equipment,AntennaNearUnit,receiveInformationFile,"Receives information file from device.
This is an asynchronous action - progress and result are reported in uploadState attribute.",void,path,File path to the information file on the FTP server.,string,,1,,,"Upload from this antenna near unit must not be ongoing. In other words: attribute uploadState.state must not have value STARTED, when uploadState.subUnitNumber is equal to 0.",,,
Equipment,AntennaNearUnit,receiveInformationFile,"Receives information file from device.
This is an asynchronous action - progress and result are reported in uploadState attribute.",void,userName,User name used to log on to FTP server.,string,,1,,,"Upload from this antenna near unit must not be ongoing. In other words: attribute uploadState.state must not have value STARTED, when uploadState.subUnitNumber is equal to 0.",,,
Equipment,AntennaNearUnit,receiveInformationFile,"Receives information file from device.
This is an asynchronous action - progress and result are reported in uploadState attribute.",void,password,Password used to log on to FTP server.,string,,1,,,"Upload from this antenna near unit must not be ongoing. In other words: attribute uploadState.state must not have value STARTED, when uploadState.subUnitNumber is equal to 0.",,,
Equipment,AntennaNearUnit,recoverFactoryConfiguration,Restores factory configuration for device.,void,,,,,,,,,,,
Equipment,AntennaNearUnit,resetAllPorts,Reset control ports on ALD.,void,,,,,,,,,,,
Equipment,AntennaNearUnit,maldGetSetup,Reads MALD setup from ALD and stores on chosen location.,void,server,IP address or hostname of FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,maldGetSetup,Reads MALD setup from ALD and stores on chosen location.,void,path,"File path to setup file on FTP server, including file extension, for example /dir/subdir/rbs001.xml",string,,1,,,,,,
Equipment,AntennaNearUnit,maldGetSetup,Reads MALD setup from ALD and stores on chosen location.,void,userName, User name used to log on to FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,maldGetSetup,Reads MALD setup from ALD and stores on chosen location.,void,password,Password used to log on to FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,maldResetSetup,Restores MALD setup to factory configuration.,void,,,,,,,,,,,
Equipment,AntennaNearUnit,maldSetSetup,"Sets MALD setup in ALD, based on chosen XML file with MALD configuration.",void,server,IP address or hostname of FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,maldSetSetup,"Sets MALD setup in ALD, based on chosen XML file with MALD configuration.",void,path,"File path to setup file on FTP server, including file extension, for example /dir/subdir/rbs001.xml",string,,1,,,,,,
Equipment,AntennaNearUnit,maldSetSetup,"Sets MALD setup in ALD, based on chosen XML file with MALD configuration.",void,userName,User name used to log on to FTP server.,string,,1,,,,,,
Equipment,AntennaNearUnit,maldSetSetup,"Sets MALD setup in ALD, based on chosen XML file with MALD configuration.",void,password,Password used to log on to FTP server.,string,,1,,,,,,
Equipment,RetSubUnit,forceCalibration,"Force calibration of the antenna.
Exercises the antenna drive unit over its entire range of travel to ensure fault-free operation and synchronize the measured and actual beam tilt of the antenna.
",void,,,,,,,,,"This is a Time Consuming Procedure (TCP) that cannot be executed simultaneously with another TCP, while it can be executed simultaneously with a maximum of one EP. It may affect traffic.",,
Equipment,RetSubUnit,sendAntennaConfigurationFile,"Sends vendor and antenna specific configuration data in an antenna configuration file to the RET subunit.
The antenna configuration file is fetched from an FTP server. The configuration data includes the relationship between the movement of the drive system and the beam tilt position of the addressed antenna.",void,server,The IP address or hostname of the FTP server.,string,,0..255,,,,,,
Equipment,RetSubUnit,sendAntennaConfigurationFile,"Sends vendor and antenna specific configuration data in an antenna configuration file to the RET subunit.
The antenna configuration file is fetched from an FTP server. The configuration data includes the relationship between the movement of the drive system and the beam tilt position of the addressed antenna.",void,path,The file path to the antenna configuration file on the FTP server.,string,,0..255,,,,,,
Equipment,RetSubUnit,sendAntennaConfigurationFile,"Sends vendor and antenna specific configuration data in an antenna configuration file to the RET subunit.
The antenna configuration file is fetched from an FTP server. The configuration data includes the relationship between the movement of the drive system and the beam tilt position of the addressed antenna.",void,userName,"User name used to logon to the FTP server.

",string,,0..255,,,,,,
Equipment,RetSubUnit,sendAntennaConfigurationFile,"Sends vendor and antenna specific configuration data in an antenna configuration file to the RET subunit.
The antenna configuration file is fetched from an FTP server. The configuration data includes the relationship between the movement of the drive system and the beam tilt position of the addressed antenna.",void,password,Password used to logon to the FTP server.,string,,0..255,,,,,,
Equipment,RetSubUnit,refreshIuantAttribute,Refresh value of chosen Iuant attribute. Attribute is read from hardware and store in MO.,void,attributeName,"Name of Iuant attribute to update. Attributes that can be updated are: minTilt, maxTilt and all attributes with the 'iuant' prefix. Using the keyword 'all' will refresh all Iuant attributes.",string,,0..255,,Since 22.Q2. Deprecated: Since 20.Q1. Has no functional behavior. Planned to be removed.,,,,
Equipment,RetSubUnit,clearConfig,Clears configuration file on RET device.,void,,,,,,Since 21.Q4. Replaced by AntennaNearUnit::recoverFactoryConfiguration. Planned to be removed.,,,,,
Equipment,RetSubUnit,resetAld,"Process of putting ALD in same status as the status reached after completed power-up.
Following options can cause reset:
- DC power-up.
- DC power cycle.
- Communication timeout.
- Internally implemented ALD watchdog timeout.
- Execution of layer 2 ResetALD command.",void,,,,,,Since 21.Q4. Replaced by AntennaNearUnit::restartUnit. Planned to be removed.,,,,,
Equipment,RetSubUnit,resetAllPorts,Resets all ALD ports,void,,,,,,Since 21.Q4. Replaced by AntennaNearUnit::resetAllPorts. Planned to be removed.,,,,,
Equipment,RetSubUnit,receiveLogFile,"Receives log file regarding subUnit.
This is an asynchronous action - progress and result are reported in uploadState attribute in parent MO.",void,server,IP address or hostname of FTP server.,string,,1,,,"Upload from this sub unit must not be ongoing. In other words: attribute uploadState.state in parent AntennaNearUnit MO must not have value STARTED, when uploadState.subUnitNumber is equal to attribute subUnitNumber in this MO instance.",,,
Equipment,RetSubUnit,receiveLogFile,"Receives log file regarding subUnit.
This is an asynchronous action - progress and result are reported in uploadState attribute in parent MO.",void,path,File path to the log file on the FTP server.,string,,1,,,"Upload from this sub unit must not be ongoing. In other words: attribute uploadState.state in parent AntennaNearUnit MO must not have value STARTED, when uploadState.subUnitNumber is equal to attribute subUnitNumber in this MO instance.",,,
Equipment,RetSubUnit,receiveLogFile,"Receives log file regarding subUnit.
This is an asynchronous action - progress and result are reported in uploadState attribute in parent MO.",void,userName,User name used to log on to FTP server.,string,,1,,,"Upload from this sub unit must not be ongoing. In other words: attribute uploadState.state in parent AntennaNearUnit MO must not have value STARTED, when uploadState.subUnitNumber is equal to attribute subUnitNumber in this MO instance.",,,
Equipment,RetSubUnit,receiveLogFile,"Receives log file regarding subUnit.
This is an asynchronous action - progress and result are reported in uploadState attribute in parent MO.",void,password,Password used to log on to FTP server.,string,,1,,,"Upload from this sub unit must not be ongoing. In other words: attribute uploadState.state in parent AntennaNearUnit MO must not have value STARTED, when uploadState.subUnitNumber is equal to attribute subUnitNumber in this MO instance.",,,
Equipment,RetSubUnit,clearActiveAlarms,"ALD clears all stored alarm states and diagnostic information, including all test alarms on subunit.",void,,,,,,,,,,,
Equipment,TmaSubUnit,resetAld,"The process of putting ALD in the same status as the status reached after a completed power-up.
Following options can cause reset:
- DC power-up.
- DC power cycle.
- Communication timeout.
- Internally implemented ALD watchdog timeout.
- Execution of layer 2 ResetALD command.",void,,,,,,,,,,,
Equipment,TmaSubUnit,resetAllPorts,Resets all ALD ports.,void,,,,,,,,,,,
Equipment,TmaSubUnit,receiveLogFile,"Receives log file regarding subUnit.
This is an asynchronous action - progress and result are reported in uploadState attribute in parent MO.",void,server,IP address or hostname of FTP server.,string,,1,,,"Upload from this sub unit must not be ongoing. In other words: attribute uploadState.state in parent AntennaNearUnit MO must not have value STARTED, when uploadState.subUnitNumber is equal to attribute subUnitNumber in this MO instance.",,,
Equipment,TmaSubUnit,receiveLogFile,"Receives log file regarding subUnit.
This is an asynchronous action - progress and result are reported in uploadState attribute in parent MO.",void,path,File path to the log file on the FTP server.,string,,1,,,"Upload from this sub unit must not be ongoing. In other words: attribute uploadState.state in parent AntennaNearUnit MO must not have value STARTED, when uploadState.subUnitNumber is equal to attribute subUnitNumber in this MO instance.",,,
Equipment,TmaSubUnit,receiveLogFile,"Receives log file regarding subUnit.
This is an asynchronous action - progress and result are reported in uploadState attribute in parent MO.",void,userName,User name used to log on to FTP server.,string,,1,,,"Upload from this sub unit must not be ongoing. In other words: attribute uploadState.state in parent AntennaNearUnit MO must not have value STARTED, when uploadState.subUnitNumber is equal to attribute subUnitNumber in this MO instance.",,,
Equipment,TmaSubUnit,receiveLogFile,"Receives log file regarding subUnit.
This is an asynchronous action - progress and result are reported in uploadState attribute in parent MO.",void,password,Password used to log on to FTP server.,string,,1,,,"Upload from this sub unit must not be ongoing. In other words: attribute uploadState.state in parent AntennaNearUnit MO must not have value STARTED, when uploadState.subUnitNumber is equal to attribute subUnitNumber in this MO instance.",,,
Equipment,TmaSubUnit,clearActiveAlarms,"ALD clears all stored alarm states and diagnostic information, including all test alarms on subunit.",void,,,,,,,,,,,
Equipment,RaeSubUnit,getSensorData,Updates values in sensorData struct with data provided by GPS sensors. Fields are not updated if HW does not support the corresponding function. See getSupportedFunctions.,void,,,,,,,,,,,
Equipment,RaeSubUnit,getWeightingFactor,Returns sets of values provided in Weighting Factor File.,string,field,For values from 0x01 to 0x0B will return antenna information data according to Annex A in AISG-ES-RAE v2.1.0.,string,,1,,,,,,
Equipment,RaeSubUnit,getWeightingFactor,Returns sets of values provided in Weighting Factor File.,string,additionalParameters,"Additional information for field number 0x0B specific in Table 8.4.8.3 in AISG-ES-RAE v2.1.0 is separated with semicolon. Otherwise filled with 0.

Example: 30;65;1880;1920",string,,0..1,,,,,,
Equipment,RaeSubUnit,sendWeightingFactorFile,"Sends vendor and antenna specific configuration data with a set of amplitude and phase settings for one RF port of a beam forming antenna.
Weighting factors file is fetched from FTP server.",void,server,"IP address or hostname of FTP server.
",string,,1,,,,,,
Equipment,RaeSubUnit,sendWeightingFactorFile,"Sends vendor and antenna specific configuration data with a set of amplitude and phase settings for one RF port of a beam forming antenna.
Weighting factors file is fetched from FTP server.",void,path,File path to file on FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,sendWeightingFactorFile,"Sends vendor and antenna specific configuration data with a set of amplitude and phase settings for one RF port of a beam forming antenna.
Weighting factors file is fetched from FTP server.",void,userName,User name used to logon to FTP server.,string,,1,,,,,,
Equipment,RaeSubUnit,sendWeightingFactorFile,"Sends vendor and antenna specific configuration data with a set of amplitude and phase settings for one RF port of a beam forming antenna.
Weighting factors file is fetched from FTP server.",void,password,Password used to logon to FTP server.,string,,1,,,,,,
