Model,MO Class Name,Struct Name,Parameter Name,Sequence Length,Parameter Description,Data Type,Range and Values,Default Value,MultiplicationFactor,Unit,Resolution,Dependencies,Deprecated,Obsolete,Preliminary
ENodeBFunction,EUtranCellFDD,ChangeNotificationSIBs,changeNotificationSIB8,1,"Indicates, when the SIB8 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.
",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellFDD,ChangeNotificationSIBs,changeNotificationSIB1,1,"Indicates, when the SIB1 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.
",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellFDD,ChangeNotificationSIBs,changeNotificationSIB15,1,"Indicates, when the SIB15 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellFDD,ChangeNotificationSIBs,changeNotificationSIB16,1,"Indicates, when the SIB16 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellFDD,ChangeNotificationSIBs,changeNotificationSIB13,1,"Indicates, when the SIB13 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellFDD,ChangeNotificationSIBs,changeNotificationSIB24,1,"Indicates, when the SIB24 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB2,1,"Indicates, when the SIB2 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.
",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB3,1,"Indicates, when the SIB3 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.
",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB4,1,"Indicates, when the SIB4 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.
",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB5,1,"Indicates, when the SIB5 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.
",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB6,1,"Indicates, when the SIB6 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.
",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB7,1,"Indicates, when the SIB7 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.
",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB8,1,"Indicates, when the SIB8 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.
",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB1,1,"Indicates, when the SIB1 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.
",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB15,1,"Indicates, when the SIB15 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB16,1,"Indicates, when the SIB16 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB13,1,"Indicates, when the SIB13 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellTDD,ChangeNotificationSIBs,changeNotificationSIB24,1,"Indicates, when the SIB24 content is changed, if SI Change Notification shall be broadcasted prior to broadcast of updated SI.",boolean,,true,,,,,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB4,1,Defines to which SI message SIB4 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB5,1,Defines to which SI message SIB5 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB6,1,Defines to which SI message SIB6 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB7,1,Defines to which SI message SIB7 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB8,1,Defines to which SI message SIB8 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB3,1,Defines to which SI message SIB3 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",MAPPED_SI_1,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB10,1,Defines to which SI message SIB10 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB11,1,Defines to which SI message SIB11 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB12,1,Defines to which SI message SIB12 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB15,1,Defines to which SI message SIB15 is mapped.,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB16,1,Defines to which SI message SIB16 is mapped.,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB13,1,Defines to which SI message SIB13 is mapped.,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellFDD,MappingInfoSIBs,mappingInfoSIB24,1,Defines to which SI message SIB24 is mapped.,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB4,1,Defines to which SI message SIB4 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB5,1,Defines to which SI message SIB5 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB6,1,Defines to which SI message SIB6 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB7,1,Defines to which SI message SIB7 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB8,1,Defines to which SI message SIB8 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB3,1,Defines to which SI message SIB3 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",MAPPED_SI_1,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB10,1,Defines to which SI message SIB10 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB11,1,Defines to which SI message SIB11 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB12,1,Defines to which SI message SIB12 is mapped,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB15,1,Defines to which SI message SIB15 is mapped.,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB16,1,Defines to which SI message SIB16 is mapped.,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB13,1,Defines to which SI message SIB13 is mapped.,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information,,,
ENodeBFunction,EUtranCellTDD,MappingInfoSIBs,mappingInfoSIB24,1,Defines to which SI message SIB24 is mapped.,enum MappingInfo,"NOT_MAPPED
MAPPED_SI_1
MAPPED_SI_2
MAPPED_SI_3
MAPPED_SI_4
MAPPED_SI_5
MAPPED_SI_6
MAPPED_SI_7
MAPPED_SI_8
MAPPED_SI_9
MAPPED_SI_10",NOT_MAPPED,,,,See siWindowLength for further information.,,,
ENodeBFunction,EUtranCellFDD,SIB6,tReselectionUtra,1,"Specifies the cell reselection timer value which is applicable when evaluating cell reselection towards UTRAN.

Corresponds to TreselectionUTRA in TS 36.304.",int32,0..7,2,,s,,,,,
ENodeBFunction,EUtranCellFDD,SIB6,tReselectionUtraSfMedium,1,"Specifies scaling factor for TreselectionUTRA for Medium-mobility state.The parameter tReselectionUtra is multiplied with this factor if the UE is in Medium-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionUTRA"" in TS 36.304

If both tReselectionUtraSfMedium and tReselectionUtraSfHigh is set to 100 they will not be broadcasted in System Information.
",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellFDD,SIB6,tReselectionUtraSfHigh,1,"Specifies scaling factor for TreselectionUTRA for High-mobility state. The parameter tReselectionUtra is multiplied with this factor if the UE is in High-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionUTRA"" in TS 36.304

If both tReselectionUtraSfMedium and tReselectionUtraSfHigh is set to 100 they will not be broadcasted in System Information.
",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellTDD,SIB6,tReselectionUtra,1,"Specifies the cell reselection timer value which is applicable when evaluating cell reselection towards UTRAN.

Corresponds to TreselectionUTRA in TS 36.304.",int32,0..7,2,,s,,,,,
ENodeBFunction,EUtranCellTDD,SIB6,tReselectionUtraSfMedium,1,"Specifies scaling factor for TreselectionUTRA for Medium-mobility state.The parameter tReselectionUtra is multiplied with this factor if the UE is in Medium-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionUTRA"" in TS 36.304

If both tReselectionUtraSfMedium and tReselectionUtraSfHigh is set to 100 they will not be broadcasted in System Information.
",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellTDD,SIB6,tReselectionUtraSfHigh,1,"Specifies scaling factor for TreselectionUTRA for High-mobility state. The parameter tReselectionUtra is multiplied with this factor if the UE is in High-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionUTRA"" in TS 36.304

If both tReselectionUtraSfMedium and tReselectionUtraSfHigh is set to 100 they will not be broadcasted in System Information.
",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellFDD,SIB7,tReselectionGeran,1,"Specifies the cell reselection timer value which is applicable when evaluating cell reselection towards GERAN.

Corresponds to TreselectionGERA in TS 36.304.",int32,0..7,2,,,,,,,
ENodeBFunction,EUtranCellFDD,SIB7,tReselectionGeranSfMedium,1,"Specifies scaling factor for TreselectionGERA for Medium-mobility state.The parameter tReselectionGera is multiplied with this factor if the UE is in Medium-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionGERA"" in TS 36.304

If both tReselectionGeraSfMedium and tReselectionGeraSfHigh is set to 100 they will not be broadcasted in System Information.
",int32,25..100,100,,,25.0,,,,
ENodeBFunction,EUtranCellFDD,SIB7,tReselectionGeranSfHigh,1,"Specifies scaling factor for TreselectionGERA for High-mobility state. The parameter tReselectionGera is multiplied with this factor if the UE is in High-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionGERA"" in TS 36.304

If both tReselectionGeraSfMedium and tReselectionGeraSfHigh is set to 100 they will not be broadcasted in System Information.
",int32,25..100,100,,,25.0,,,,
ENodeBFunction,EUtranCellTDD,SIB7,tReselectionGeran,1,"Specifies the cell reselection timer value which is applicable when evaluating cell reselection towards GERAN.

Corresponds to TreselectionGERA in TS 36.304.",int32,0..7,2,,,,,,,
ENodeBFunction,EUtranCellTDD,SIB7,tReselectionGeranSfMedium,1,"Specifies scaling factor for TreselectionGERA for Medium-mobility state.The parameter tReselectionGera is multiplied with this factor if the UE is in Medium-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionGERA"" in TS 36.304

If both tReselectionGeraSfMedium and tReselectionGeraSfHigh is set to 100 they will not be broadcasted in System Information.
",int32,25..100,100,,,25.0,,,,
ENodeBFunction,EUtranCellTDD,SIB7,tReselectionGeranSfHigh,1,"Specifies scaling factor for TreselectionGERA for High-mobility state. The parameter tReselectionGera is multiplied with this factor if the UE is in High-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionGERA"" in TS 36.304

If both tReselectionGeraSfMedium and tReselectionGeraSfHigh is set to 100 they will not be broadcasted in System Information.
",int32,25..100,100,,,25.0,,,,
ENodeBFunction,EUtranCellFDD,SIB8,searchWindowSizeCdma,1,Specifies the search window size for assisting in the search for neighboring pilots in a CDMA2000 network.,int32,0..15,8,,,,,,,
ENodeBFunction,EUtranCellFDD,SIB8,tReselectionCdmaHrpd,1,"Specifies the cell reselection timer value which is applicable when evaluating cell reselection towards CDMA2000 HRPD.

Corresponds to TreselectionCDMA_HRPD in TS 36.304.",int32,0..7,2,,s,,,,,
ENodeBFunction,EUtranCellFDD,SIB8,tReselectionCdmaHrpdSfMedium,1,"Specifies scaling factor for TreselectionCDMA_HRPD for Medium-mobility state.The parameter tReselectionCdmaHrpd is multiplied with this factor if the UE is in Medium-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionCDMA_HRPD"" in TS 36.304

If both tReselectionCdmaHrpdSfMedium and tReselectionCdmaHrpdSfHigh is set to 100 they will not be broadcasted in System Information.",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellFDD,SIB8,tReselectionCdmaHrpdSfHigh,1,"Specifies scaling factor for TreselectionCDMA_HRPD for High-mobility state. The parameter tReselectionCdmaHrpd is multiplied with this factor if the UE is in High-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionCDMA_HRPD"" in TS 36.304

If both tReselectionHrpdSfMedium and tReselectionHrpdSfHigh is set to 100 they will not be broadcasted in System Information.",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellFDD,SIB8,tReselectionCdma1xRtt,1,"Cell reselection timer value applicable when evaluating cell reselection towards CDMA2000 1xRTT.
The value corresponds to TreselectionCDMA_1xRTT in 3GPP TS 36.304.",int32,0..7,2,,second,,,,,
ENodeBFunction,EUtranCellFDD,SIB8,tReselectionCdma1xRttSfHigh,1,"Scaling factor for TreselectionCDMA_1xRTT for high-mobility state.
This parameter specifies the scaling factor to be used with TreselectionCDMA_1xRTT for High-mobility state. The parameter tReselectionCdma1xRtt is multiplied with this factor if the UE is in High-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0
Corresponds to ""Speed dependent ScalingFactor for TreselectionCDMA_1xRTT"" in 3GPP TS 36.304
If both tReselection1xRttSfMedium and tReselection1xRttSfHigh parameters are set to 100 they will not be broadcast in System Information.",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellFDD,SIB8,tReselectionCdma1xRttSfMedium,1,"Scaling factor for TreselectionCDMA_1xRTT for medium-mobility state .
The value of the tReselectionCdma1xRtt parameter is multiplied with this factor if the UE is in Medium-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0
Corresponds to ""Speed dependent ScalingFactor for TreselectionCDMA_1xRTT"" in 3GPP TS 36.304
If both tReselectionCdma1xRttSfMedium and tReselectionCdma1xRttSfHigh are set to 100 they will not be broadcast in System Information.",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellTDD,SIB8,searchWindowSizeCdma,1,Specifies the search window size for assisting in the search for neighboring pilots in a CDMA2000 network.,int32,0..15,8,,,,,,,
ENodeBFunction,EUtranCellTDD,SIB8,tReselectionCdmaHrpd,1,"Specifies the cell reselection timer value which is applicable when evaluating cell reselection towards CDMA2000 HRPD.

Corresponds to TreselectionCDMA_HRPD in TS 36.304.",int32,0..7,2,,s,,,,,
ENodeBFunction,EUtranCellTDD,SIB8,tReselectionCdmaHrpdSfMedium,1,"Specifies scaling factor for TreselectionCDMA_HRPD for Medium-mobility state.The parameter tReselectionCdmaHrpd is multiplied with this factor if the UE is in Medium-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionCDMA_HRPD"" in TS 36.304

If both tReselectionCdmaHrpdSfMedium and tReselectionCdmaHrpdSfHigh is set to 100 they will not be broadcasted in System Information.",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellTDD,SIB8,tReselectionCdmaHrpdSfHigh,1,"Specifies scaling factor for TreselectionCDMA_HRPD for High-mobility state. The parameter tReselectionCdmaHrpd is multiplied with this factor if the UE is in High-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0

Corresponds to ""Speed dependent ScalingFactor for TreselectionCDMA_HRPD"" in TS 36.304

If both tReselectionHrpdSfMedium and tReselectionHrpdSfHigh is set to 100 they will not be broadcasted in System Information.",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellTDD,SIB8,tReselectionCdma1xRtt,1,"Cell reselection timer value applicable when evaluating cell reselection towards CDMA2000 1xRTT.
The value corresponds to TreselectionCDMA_1xRTT in 3GPP TS 36.304.",int32,0..7,2,,second,,,,,
ENodeBFunction,EUtranCellTDD,SIB8,tReselectionCdma1xRttSfHigh,1,"Scaling factor for TreselectionCDMA_1xRTT for high-mobility state.
This parameter specifies the scaling factor to be used with TreselectionCDMA_1xRTT for High-mobility state. The parameter tReselectionCdma1xRtt is multiplied with this factor if the UE is in High-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0
Corresponds to ""Speed dependent ScalingFactor for TreselectionCDMA_1xRTT"" in 3GPP TS 36.304
If both tReselection1xRttSfMedium and tReselection1xRttSfHigh parameters are set to 100 they will not be broadcast in System Information.",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellTDD,SIB8,tReselectionCdma1xRttSfMedium,1,"Scaling factor for TreselectionCDMA_1xRTT for medium-mobility state .
The value of the tReselectionCdma1xRtt parameter is multiplied with this factor if the UE is in Medium-mobility state.
Value mapping:
25 = 0.25
50 = 0.5
75 = 0.75
100 = 1.0
Corresponds to ""Speed dependent ScalingFactor for TreselectionCDMA_1xRTT"" in 3GPP TS 36.304
If both tReselectionCdma1xRttSfMedium and tReselectionCdma1xRttSfHigh are set to 100 they will not be broadcast in System Information.",int32,25..100,100,,%,25.0,,,,
ENodeBFunction,EUtranCellFDD,SIB3,qHyst,1,"Cell reselection parameter that defines the hysteresis value for ranking criteria.

Corresponds to Qhyst in TS 36.304.",int32,"0, 1, 2, 3, 4, 5, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24",4,,dB,,,,,
ENodeBFunction,EUtranCellFDD,SIB3,tEvaluation,1,"The duration for evaluating criteria to enter mobility states.

Corresponds to TCRmax in TS 36.304.",int32,"30, 60, 120, 180, 240",240,,s,,,,,
ENodeBFunction,EUtranCellFDD,SIB3,tHystNormal,1,"The additional duration for evaluating criteria to enter Normal-mobility state.

Corresponds to TCRmaxHyst in TS 36.304.",int32,"30, 60, 120, 180, 240",240,,s,,,,,
ENodeBFunction,EUtranCellFDD,SIB3,nCellChangeMedium,1,"The number of cell reselections during tEvaluation to enter Medium-mobility state.

Corresponds to NCR_M in TS 36.304.",int32,1..16,16,,,,,,,
ENodeBFunction,EUtranCellFDD,SIB3,nCellChangeHigh,1,"The number of cell reselections during tEvaluation to enter High-mobility state.

Corresponds to NCR_H in TS 36.304.",int32,1..16,16,,,,,,,
ENodeBFunction,EUtranCellFDD,SIB3,qHystSfMedium,1,"
The additional hysteresis to be added, in Medium-mobility state, to qHyst.

Corresponds to 'Speed dependent ScalingFactor for Qhyst' in TS 36.304.",int32,-6..0,0,,dB,2.0,,,,
