PmEvent Name,Event Parameter Name,GPB Field Number,PmEventHeader/Payload,Parameter Description,Parameter Type,MANDATORY,DeprecatedSince,ReasonForDeprecation,UNIT,UsedSubrange,SupportedBands,SupportedDeployments,License,LimitationReason,EventParameterStatus,Filters,Filter Description,Filter DeprecatedSince,Filter ReasonForDeprecation,Filter Status
CuCpX2SgnbAdditionRequest,global_enb_id,8,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequest,serving_plmn_id,9,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,N,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,nci,3,Payload,NR cell identity. See 3GPP TS 38.300.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,asn1,4,Payload,ASN.1-encoded SGNB ADDITION REQUEST ACKNOWLEDGE message.,Asn1Message,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,gnb_id_length,5,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,global_gnb_id,6,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,global_enb_id,7,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestAcknowledge,serving_plmn_id,8,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,nci,3,Payload,NR cell identity. See 3GPP TS 38.300.,int64,N,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,asn1,4,Payload,ASN.1-encoded SGNB ADDITION REQUEST REJECT message.,Asn1Message,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,gnb_id_length,5,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,global_gnb_id,6,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,global_enb_id,7,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbAdditionRequestReject,serving_plmn_id,8,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,N,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeConfirm,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeConfirm,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeConfirm,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeConfirm,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeConfirm,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeConfirm,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeConfirm,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeConfirm,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeConfirm,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeConfirm,nci,3,Payload,NR cell identity. See 3GPP TS 38.300.,int64,N,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeConfirm,asn1,4,Payload,ASN.1-encoded SGNB CHANGE CONFIRM message.,Asn1Message,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeConfirm,gnb_id_length,5,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeConfirm,global_gnb_id,6,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeConfirm,global_enb_id,7,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeConfirm,serving_plmn_id,8,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRefuse,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRefuse,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRefuse,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRefuse,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRefuse,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRefuse,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRefuse,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRefuse,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRefuse,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRefuse,nci,3,Payload,NR cell identity. See 3GPP TS 38.300.,int64,N,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRefuse,asn1,4,Payload,ASN.1-encoded SGNB CHANGE REFUSE message.,Asn1Message,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRefuse,gnb_id_length,5,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRefuse,global_gnb_id,6,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRefuse,global_enb_id,7,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRefuse,serving_plmn_id,8,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRequired,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRequired,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRequired,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRequired,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRequired,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRequired,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRequired,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbChangeRequired,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRequired,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRequired,nci,3,Payload,NR cell identity. See 3GPP TS 38.300.,int64,N,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRequired,target_gnb_id,4,Payload,Target Secondary Node reference.,int64,Y,,,,0 - No Limit,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRequired,asn1,5,Payload,ASN.1-encoded SGNB CHANGE REQUIRED message.,Asn1Message,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRequired,gnb_id_length,6,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRequired,global_gnb_id,7,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRequired,global_enb_id,8,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbChangeRequired,serving_plmn_id,9,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationConfirm,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationConfirm,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationConfirm,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationConfirm,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationConfirm,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationConfirm,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationConfirm,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpX2SgnbModificationConfirm,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationConfirm,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationConfirm,gnb_id_length,3,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationConfirm,nci,4,Payload,NR cell identity. See 3GPP TS 38.300.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationConfirm,asn1,5,Payload,ASN.1-encoded SGNB MODIFICATION CONFIRM message.,Asn1Message,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationConfirm,global_gnb_id,6,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpX2SgnbModificationConfirm,global_enb_id,7,Payload,"Connected global eNodeB identifier. Consists of eNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalEnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
